School,Opponent,Date,Season,AtHome,NeutralLocation,Score,OppScore,Total,Outcome,Spread,Season.Type,GameNumber,PassCmp,PassAtt,PassPct,PassYds,PassTD,RushAtt,RushYds,RushAvg,RushTD,XPM,XPA,XPPercent,FGM,FGA,FGPercent,KickPts,Fum,Int,TotalTO,SeasonRanking
Charlotte,Georgia State,2015-09-04,2015-16,0,0,23,20,43,W,-3,Regular,1,19,32,59.4,244,1,54,164,3.0,0,2,2,100.0,3,3,100.0,11,2,2,4,-1.0
Buffalo,Penn State,2015-09-12,2015-16,0,0,14,27,41,L,13,Regular,2,24,35,68.6,205,2,33,69,2.1,0,2,2,100.0,0,1,0.0,2,0,1,1,-1.0
East Carolina,Florida,2015-09-12,2015-16,0,0,24,31,55,L,7,Regular,2,37,58,63.8,346,3,22,-13,-0.6,0,3,3,100.0,1,1,100.0,6,2,1,3,-1.0
Eastern Michigan,Wyoming,2015-09-12,2015-16,0,0,48,29,77,W,-19,Regular,2,18,25,72.0,330,3,37,176,4.8,3,6,6,100.0,2,2,100.0,12,0,0,0,-1.0
Georgia,Vanderbilt,2015-09-12,2015-16,0,0,31,14,45,W,-17,Regular,2,13,25,52.0,141,0,41,282,6.9,2,4,4,100.0,1,3,33.3,7,0,0,0,12.75
Georgia State,New Mexico State,2015-09-12,2015-16,0,0,34,32,66,W,-2,Regular,2,32,43,74.4,372,2,46,210,4.6,2,4,4,100.0,2,3,66.7,10,2,1,3,-1.0
Houston,Louisville,2015-09-12,2015-16,0,0,34,31,65,W,-3,Regular,2,23,35,65.7,236,3,57,226,4.0,0,4,4,100.0,2,4,50.0,10,0,1,1,18.25
Idaho,Southern California,2015-09-12,2015-16,0,0,9,59,68,L,50,Regular,2,28,45,62.2,240,1,32,71,2.2,0,0,1,0.0,1,1,100.0,3,0,0,0,-1.0
Iowa,Iowa State,2015-09-12,2015-16,0,0,31,17,48,W,-14,Regular,2,15,25,60.0,215,3,45,260,5.8,1,4,4,100.0,1,1,100.0,7,1,0,1,10.0
Kansas State,Texas-San Antonio,2015-09-12,2015-16,0,0,30,3,33,W,-27,Regular,2,12,23,52.2,243,0,44,175,4.0,3,3,3,100.0,3,3,100.0,12,0,0,0,-1.0
Kentucky,South Carolina,2015-09-12,2015-16,0,0,26,22,48,W,-4,Regular,2,21,29,72.4,192,0,38,207,5.4,3,3,3,100.0,1,1,100.0,6,0,1,1,-1.0
Marshall,Ohio,2015-09-12,2015-16,0,0,10,21,31,L,11,Regular,2,16,33,48.5,106,0,25,157,6.3,1,1,1,100.0,1,1,100.0,4,2,2,4,-1.0
Memphis,Kansas,2015-09-12,2015-16,0,0,55,23,78,W,-32,Regular,2,24,27,88.9,370,2,52,281,5.4,5,7,7,100.0,2,2,100.0,13,3,0,3,20.166666666666668
Middle Tennessee State,Alabama,2015-09-12,2015-16,0,0,10,37,47,L,27,Regular,2,23,43,53.5,189,1,31,86,2.8,0,1,1,100.0,1,2,50.0,4,3,1,4,-1.0
Minnesota,Colorado State,2015-09-12,2015-16,0,0,23,20,43,W,-3,Regular,2,23,45,51.1,233,2,41,180,4.4,0,2,2,100.0,3,4,75.0,11,2,0,2,-1.0
Missouri,Arkansas State,2015-09-12,2015-16,0,0,27,20,47,W,-7,Regular,2,16,37,43.2,148,3,34,140,4.1,0,3,3,100.0,2,2,100.0,9,0,3,3,21.75
North Texas,Southern Methodist,2015-09-12,2015-16,0,0,13,31,44,L,18,Regular,1,16,34,47.1,128,0,33,112,3.4,1,1,1,100.0,2,3,66.7,7,2,2,4,-1.0
Notre Dame,Virginia,2015-09-12,2015-16,0,0,34,27,61,W,-7,Regular,2,15,30,50.0,207,3,34,253,7.4,1,2,2,100.0,2,3,66.7,8,0,0,0,9.066666666666666
Oklahoma,Tennessee,2015-09-12,2015-16,0,0,31,24,55,W,-7,Regular,2,19,39,48.7,187,3,48,161,3.4,1,4,4,100.0,1,1,100.0,7,0,2,2,12.066666666666666
Pittsburgh,Akron,2015-09-12,2015-16,0,0,24,7,31,W,-17,Regular,2,18,25,72.0,180,1,46,127,2.8,2,3,3,100.0,1,2,50.0,6,0,0,0,24.0
San Jose State,Air Force,2015-09-12,2015-16,0,0,16,37,53,L,21,Regular,2,18,33,54.5,140,1,20,150,7.5,1,1,2,50.0,1,2,50.0,4,0,2,2,-1.0
Temple,Cincinnati,2015-09-12,2015-16,0,0,34,26,60,W,-8,Regular,2,13,20,65.0,81,2,36,215,6.0,1,4,4,100.0,2,2,100.0,10,1,0,1,22.714285714285715
Toledo,Arkansas,2015-09-12,2015-16,0,1,16,12,28,W,-4,Regular,2,21,38,55.3,237,1,24,81,3.4,1,1,1,100.0,1,2,50.0,4,0,0,0,21.25
Tulane,Georgia Tech,2015-09-12,2015-16,0,0,10,65,75,L,55,Regular,2,15,33,45.5,177,1,33,71,2.2,0,1,1,100.0,1,2,50.0,4,1,1,2,-1.0
Tulsa,New Mexico,2015-09-12,2015-16,0,0,40,21,61,W,-19,Regular,2,16,30,53.3,321,2,59,279,4.7,2,4,4,100.0,4,4,100.0,16,1,0,1,-1.0
UCLA,Nevada-Las Vegas,2015-09-12,2015-16,0,0,37,3,40,W,-34,Regular,2,24,51,47.1,253,1,47,273,5.8,2,4,4,100.0,3,3,100.0,13,0,3,3,16.90909090909091
Texas-El Paso,Texas Tech,2015-09-12,2015-16,0,0,20,69,89,L,49,Regular,2,19,31,61.3,187,1,46,227,4.9,1,2,2,100.0,2,2,100.0,8,2,0,2,-1.0
Wake Forest,Syracuse,2015-09-12,2015-16,0,0,17,30,47,L,13,Regular,2,30,45,66.7,373,1,32,46,1.4,1,2,2,100.0,1,2,50.0,5,0,3,3,-1.0
Louisiana Tech,Kansas State,2015-09-19,2015-16,0,0,33,39,72,L,6,Regular,3,30,51,58.8,314,1,38,137,3.6,2,3,3,100.0,4,5,80.0,15,2,0,2,-1.0
Memphis,Bowling Green State,2015-09-19,2015-16,0,0,44,41,85,W,-3,Regular,3,29,40,72.5,386,3,50,155,3.1,2,5,5,100.0,3,3,100.0,14,0,0,0,20.166666666666668
Nebraska,Miami (FL),2015-09-19,2015-16,0,0,33,36,69,L,3,Regular,3,21,45,46.7,309,4,32,153,4.8,0,2,2,100.0,1,1,100.0,5,0,3,3,-1.0
Nevada,Texas A&M,2015-09-19,2015-16,0,0,27,44,71,L,17,Regular,3,16,29,55.2,206,2,45,153,3.4,1,3,3,100.0,2,2,100.0,9,0,1,1,-1.0
North Carolina State,Old Dominion,2015-09-19,2015-16,0,0,38,14,52,W,-24,Regular,3,18,27,66.7,179,1,52,256,4.9,4,5,5,100.0,1,2,50.0,8,0,0,0,-1.0
Northern Illinois,Ohio State,2015-09-19,2015-16,0,0,13,20,33,L,7,Regular,3,14,31,45.2,80,0,43,110,2.6,1,1,1,100.0,2,2,100.0,7,0,2,2,-1.0
Northwestern,Duke,2015-09-19,2015-16,0,0,19,10,29,W,-9,Regular,3,9,23,39.1,70,0,54,201,3.7,1,1,2,50.0,2,2,100.0,7,0,2,2,18.3
Mississippi,Alabama,2015-09-19,2015-16,0,0,43,37,80,W,-6,Regular,3,18,33,54.5,341,3,32,92,2.9,2,4,4,100.0,3,3,100.0,13,0,0,0,15.071428571428571
Pittsburgh,Iowa,2015-09-19,2015-16,0,0,24,27,51,L,3,Regular,3,21,31,67.7,227,2,27,55,2.0,0,3,3,100.0,1,1,100.0,6,0,2,2,24.0
Rice,North Texas,2015-09-19,2015-16,0,0,38,24,62,W,-14,Regular,3,29,39,74.4,373,3,51,189,3.7,2,5,5,100.0,1,2,50.0,8,0,0,0,-1.0
Southern Methodist,Texas Christian,2015-09-19,2015-16,0,0,37,56,93,L,19,Regular,3,17,31,54.8,330,1,48,178,3.7,3,4,4,100.0,3,3,100.0,13,0,0,0,-1.0
South Alabama,San Diego State,2015-09-19,2015-16,0,0,34,27,61,W,-7,Regular,3,18,36,50.0,270,2,47,241,5.1,2,4,4,100.0,2,3,66.7,10,0,0,0,-1.0
South Carolina,Georgia,2015-09-19,2015-16,0,0,20,52,72,L,32,Regular,3,10,22,45.5,84,0,39,174,4.5,2,2,2,100.0,2,2,100.0,8,0,1,1,-1.0
South Florida,Maryland,2015-09-19,2015-16,0,0,17,35,52,L,18,Regular,3,10,22,45.5,60,1,50,240,4.8,1,2,2,100.0,1,1,100.0,5,0,2,2,-1.0
Stanford,Southern California,2015-09-19,2015-16,0,0,41,31,72,W,-10,Regular,3,18,24,75.0,279,2,49,195,4.0,3,5,5,100.0,2,2,100.0,11,0,0,0,13.307692307692308
Temple,Massachusetts,2015-09-19,2015-16,0,0,25,23,48,W,-2,Regular,3,28,49,57.1,391,1,37,67,1.8,1,2,2,100.0,3,3,100.0,11,1,2,3,22.714285714285715
Texas Tech,Arkansas,2015-09-19,2015-16,0,0,35,24,59,W,-11,Regular,3,27,31,87.1,315,2,27,171,6.3,3,5,5,100.0,0,1,0.0,5,0,2,2,-1.0
Tulsa,Oklahoma,2015-09-19,2015-16,0,0,38,52,90,L,14,Regular,3,34,51,66.7,427,4,40,176,4.4,1,5,5,100.0,1,2,50.0,8,0,0,0,-1.0
Utah,Fresno State,2015-09-19,2015-16,0,0,45,24,69,W,-21,Regular,3,19,26,73.1,159,1,48,221,4.6,2,6,6,100.0,1,1,100.0,9,2,1,3,15.857142857142858
Utah State,Washington,2015-09-19,2015-16,0,0,17,31,48,L,14,Regular,3,17,33,51.5,171,0,30,83,2.8,1,2,2,100.0,1,1,100.0,5,0,2,2,-1.0
Texas-San Antonio,Oklahoma State,2015-09-19,2015-16,0,0,14,69,83,L,55,Regular,3,16,30,53.3,170,1,51,176,3.5,1,2,2,100.0,0,1,0.0,2,5,2,7,-1.0
Virginia Tech,Purdue,2015-09-19,2015-16,0,0,51,24,75,W,-27,Regular,3,16,26,61.5,233,2,56,238,4.3,2,6,6,100.0,3,4,75.0,15,1,0,1,-1.0
Wake Forest,Army,2015-09-19,2015-16,0,0,17,14,31,W,-3,Regular,3,18,33,54.5,175,0,35,171,4.9,2,2,2,100.0,1,1,100.0,5,0,3,3,-1.0
Western Kentucky,Indiana,2015-09-19,2015-16,0,0,35,38,73,L,3,Regular,3,35,46,76.1,484,3,26,84,3.2,2,5,5,100.0,0,1,0.0,5,0,2,2,-1.0
Wyoming,Washington State,2015-09-19,2015-16,0,0,14,31,45,L,17,Regular,3,25,36,69.4,296,2,40,113,2.8,0,2,2,100.0,0,1,0.0,2,1,1,2,-1.0
Florida State,Boston College,2015-09-18,2015-16,0,0,14,0,14,W,-14,Regular,3,15,24,62.5,119,1,33,98,3.0,0,2,2,100.0,0,1,0.0,2,0,0,0,10.6
New Mexico,Arizona State,2015-09-18,2015-16,0,0,10,34,44,L,24,Regular,3,12,29,41.4,111,0,47,184,3.9,1,1,1,100.0,1,2,50.0,4,0,1,1,-1.0
Clemson,Louisville,2015-09-17,2015-16,0,0,20,17,37,W,-3,Regular,3,21,30,70.0,199,2,40,202,5.1,0,2,2,100.0,2,2,100.0,8,0,2,2,5.933333333333334
Appalachian State,Clemson,2015-09-12,2015-16,0,0,10,41,51,L,31,Regular,2,9,28,32.1,95,1,45,203,4.5,0,1,1,100.0,1,1,100.0,4,1,3,4,-1.0
Arizona,Nevada,2015-09-12,2015-16,0,0,44,20,64,W,-24,Regular,2,25,34,73.5,269,2,43,301,7.0,4,5,6,83.3,1,2,50.0,8,1,0,1,19.25
Army,Connecticut,2015-09-12,2015-16,0,0,17,22,39,L,5,Regular,2,3,8,37.5,85,1,33,180,5.5,1,2,2,100.0,1,1,100.0,5,0,1,1,-1.0
Ball State,Texas A&M,2015-09-12,2015-16,0,0,23,56,79,L,33,Regular,2,12,27,44.4,121,0,38,240,6.3,2,2,2,100.0,3,3,100.0,11,0,1,1,-1.0
Boise State,Brigham Young,2015-09-12,2015-16,0,0,24,35,59,L,11,Regular,2,25,38,65.8,297,1,31,64,2.1,2,3,3,100.0,1,1,100.0,6,0,3,3,22.5
Bowling Green State,Maryland,2015-09-12,2015-16,0,0,48,27,75,W,-21,Regular,2,36,55,65.5,491,6,50,201,4.0,1,6,6,100.0,0,2,0.0,6,0,1,1,-1.0
Middle Tennessee State,Illinois,2015-09-26,2015-16,0,0,25,27,52,L,2,Regular,4,29,43,67.4,330,3,37,38,1.0,0,2,2,100.0,1,2,50.0,5,1,0,1,-1.0
Mississippi State,Auburn,2015-09-26,2015-16,0,0,17,9,26,W,-8,Regular,4,29,41,70.7,270,2,21,56,2.7,0,2,2,100.0,1,1,100.0,5,1,0,1,22.8
Missouri,Kentucky,2015-09-26,2015-16,0,0,13,21,34,L,8,Regular,4,18,35,51.4,227,1,33,111,3.4,0,1,1,100.0,2,2,100.0,7,0,0,0,21.75
Nevada,Buffalo,2015-09-26,2015-16,0,0,24,21,45,W,-3,Regular,4,12,21,57.1,90,0,39,289,7.4,3,3,3,100.0,1,1,100.0,6,0,0,0,-1.0
New Mexico,Wyoming,2015-09-26,2015-16,0,0,38,28,66,W,-10,Regular,4,5,8,62.5,107,1,47,302,6.4,4,5,5,100.0,1,1,100.0,8,0,0,0,-1.0
North Carolina State,South Alabama,2015-09-26,2015-16,0,0,63,13,76,W,-50,Regular,4,21,27,77.8,256,2,41,330,8.0,7,9,9,100.0,0,1,0.0,9,0,0,0,-1.0
North Texas,Iowa,2015-09-26,2015-16,0,0,16,62,78,L,46,Regular,3,17,43,39.5,173,1,45,183,4.1,0,1,1,100.0,3,3,100.0,10,1,2,3,-1.0
Northern Illinois,Boston College,2015-09-26,2015-16,0,0,14,17,31,L,3,Regular,4,11,25,44.0,81,0,31,72,2.3,1,2,2,100.0,0,1,0.0,2,1,1,2,-1.0
Ohio,Minnesota,2015-09-26,2015-16,0,0,24,27,51,L,3,Regular,4,17,27,63.0,194,2,38,151,4.0,1,3,3,100.0,1,1,100.0,6,0,0,0,2.2666666666666666
Oklahoma State,Texas,2015-09-26,2015-16,0,0,30,27,57,W,-3,Regular,4,24,36,66.7,292,2,46,103,2.2,1,3,3,100.0,3,3,100.0,12,1,2,3,13.923076923076923
Rice,Baylor,2015-09-26,2015-16,0,0,17,70,87,L,53,Regular,4,11,21,52.4,152,1,45,94,2.1,1,2,2,100.0,1,2,50.0,5,2,0,2,-1.0
Southern Mississippi,Nebraska,2015-09-26,2015-16,0,0,28,36,64,L,8,Regular,4,26,42,61.9,447,2,23,11,0.5,2,4,4,100.0,0,2,0.0,4,1,0,1,-1.0
Tennessee,Florida,2015-09-26,2015-16,0,0,27,28,55,L,1,Regular,4,12,19,63.2,165,1,51,254,5.0,2,3,3,100.0,2,3,66.7,9,1,0,1,23.666666666666668
Texas A&M,Arkansas,2015-09-26,2015-16,0,1,28,21,49,W,-7,Regular,4,21,28,75.0,358,2,20,65,3.3,1,2,2,100.0,2,3,66.7,8,0,0,0,16.0
Texas Christian,Texas Tech,2015-09-26,2015-16,0,0,55,52,107,W,-3,Regular,4,35,56,62.5,503,4,47,247,5.3,3,6,6,100.0,1,3,33.3,9,0,0,0,5.866666666666666
Utah,Oregon,2015-09-26,2015-16,0,0,62,20,82,W,-42,Regular,4,20,32,62.5,257,5,42,273,6.5,2,8,8,100.0,2,2,100.0,14,0,0,0,15.857142857142858
Vanderbilt,Mississippi,2015-09-26,2015-16,0,0,16,27,43,L,11,Regular,4,23,42,54.8,194,1,43,128,3.0,0,1,1,100.0,3,4,75.0,10,0,0,0,-1.0
Virginia Tech,East Carolina,2015-09-26,2015-16,0,0,28,35,63,L,7,Regular,4,20,35,57.1,281,1,42,158,3.8,3,4,4,100.0,0,1,0.0,4,0,1,1,-1.0
Western Michigan,Ohio State,2015-09-26,2015-16,0,0,12,38,50,L,26,Regular,4,18,33,54.5,169,2,41,169,4.1,0,0,1,0.0,0,2,0.0,0,0,1,1,-1.0
Boise State,Virginia,2015-09-25,2015-16,0,0,56,14,70,W,-42,Regular,4,25,38,65.8,358,3,31,89,2.9,1,6,6,100.0,4,5,80.0,18,0,0,0,22.5
Stanford,Oregon State,2015-09-25,2015-16,0,0,42,24,66,W,-18,Regular,4,9,14,64.3,163,2,48,325,6.8,4,6,6,100.0,0,1,0.0,6,1,1,2,13.307692307692308
Cincinnati,Memphis,2015-09-24,2015-16,0,0,46,53,99,L,7,Regular,4,38,64,59.4,620,4,36,132,3.7,1,4,4,100.0,4,5,80.0,16,0,3,3,-1.0
Ball State,Eastern Michigan,2015-09-19,2015-16,0,0,28,17,45,W,-11,Regular,3,24,33,72.7,194,1,52,278,5.3,3,4,4,100.0,0,1,0.0,4,1,0,1,-1.0
Brigham Young,UCLA,2015-09-19,2015-16,0,0,23,24,47,L,1,Regular,3,30,47,63.8,244,1,41,161,3.9,1,2,2,100.0,3,3,100.0,11,0,1,1,22.0
Buffalo,Florida Atlantic,2015-09-19,2015-16,0,0,33,15,48,W,-18,Regular,3,10,20,50.0,105,0,45,185,4.1,1,4,4,100.0,1,2,50.0,7,0,1,1,-1.0
California,Texas,2015-09-19,2015-16,0,0,45,44,89,W,-1,Regular,3,27,37,73.0,268,3,41,280,6.8,3,6,6,100.0,1,2,50.0,9,2,0,2,22.0
Central Michigan,Syracuse,2015-09-19,2015-16,0,0,27,30,57,L,3,Regular,3,37,51,72.5,430,2,40,90,2.3,1,3,3,100.0,2,3,66.7,9,1,1,2,-1.0
Charlotte,Middle Tennessee State,2015-09-19,2015-16,0,0,14,73,87,L,59,Regular,3,13,33,39.4,102,0,38,117,3.1,1,2,2,100.0,0,1,0.0,2,3,4,7,-1.0
Cincinnati,Miami (OH),2015-09-19,2015-16,0,0,37,33,70,W,-4,Regular,3,22,40,55.0,263,1,54,282,5.2,3,4,4,100.0,3,3,100.0,13,2,2,4,-1.0
Colorado,Colorado State,2015-09-19,2015-16,0,1,27,24,51,W,-3,Regular,3,15,29,51.7,220,2,32,125,3.9,0,3,3,100.0,2,4,50.0,9,0,0,0,-1.0
Connecticut,Missouri,2015-09-19,2015-16,0,0,6,9,15,L,3,Regular,3,17,28,60.7,156,0,33,77,2.3,1,0,1,0.0,0,1,0.0,0,1,1,2,-1.0
East Carolina,Navy,2015-09-19,2015-16,0,0,21,45,66,L,24,Regular,3,36,49,73.5,325,3,21,80,3.8,0,3,3,100.0,0,1,0.0,3,1,1,2,-1.0
Florida,Kentucky,2015-09-19,2015-16,0,0,14,9,23,W,-5,Regular,3,13,22,59.1,125,0,37,120,3.2,2,2,2,100.0,0,1,0.0,2,0,1,1,13.181818181818182
Georgia State,Oregon,2015-09-19,2015-16,0,0,28,61,89,L,33,Regular,3,25,40,62.5,318,3,36,113,3.1,1,4,4,100.0,0,1,0.0,4,2,2,4,-1.0
Georgia Tech,Notre Dame,2015-09-19,2015-16,0,0,22,30,52,L,8,Regular,3,8,24,33.3,121,2,47,216,4.6,1,2,2,100.0,0,2,0.0,2,1,0,1,17.25
Illinois,North Carolina,2015-09-19,2015-16,0,0,14,48,62,L,34,Regular,3,19,38,50.0,172,0,45,227,5.0,2,2,2,100.0,0,2,0.0,2,0,1,1,-1.0
Iowa State,Toledo,2015-09-19,2015-16,0,0,23,30,53,L,7,Regular,3,26,43,60.5,274,1,49,207,4.2,1,2,2,100.0,3,4,75.0,11,1,0,1,-1.0
Northern Illinois,Central Michigan,2015-10-03,2015-16,0,0,19,29,48,L,10,Regular,5,12,30,40.0,105,0,59,211,3.6,2,1,1,100.0,2,3,66.7,7,3,1,4,-1.0
Notre Dame,Clemson,2015-10-03,2015-16,0,0,22,24,46,L,2,Regular,5,19,35,54.3,321,2,33,116,3.5,1,1,1,100.0,1,1,100.0,4,3,1,4,9.066666666666666
Ohio State,Indiana,2015-10-03,2015-16,0,0,34,27,61,W,-7,Regular,5,18,27,66.7,245,1,34,272,8.0,3,4,4,100.0,2,3,66.7,10,2,1,3,-1.0
Mississippi,Florida,2015-10-03,2015-16,0,0,10,38,48,L,28,Regular,5,26,40,65.0,259,1,33,69,2.1,0,1,1,100.0,1,2,50.0,4,3,1,4,15.071428571428571
Oregon,Colorado,2015-10-03,2015-16,0,0,41,24,65,W,-17,Regular,5,13,21,61.9,176,2,60,361,6.0,3,5,5,100.0,2,2,100.0,11,0,1,1,14.555555555555555
Pittsburgh,Virginia Tech,2015-10-03,2015-16,0,0,17,13,30,W,-4,Regular,4,9,15,60.0,110,1,46,166,3.6,1,2,2,100.0,1,2,50.0,5,1,0,1,24.0
South Alabama,Troy,2015-10-03,2015-16,0,0,24,18,42,W,-6,Regular,5,11,21,52.4,205,2,51,160,3.1,1,3,3,100.0,1,2,50.0,6,1,1,2,-1.0
South Carolina,Missouri,2015-10-03,2015-16,0,0,10,24,34,L,14,Regular,5,17,30,56.7,186,1,34,112,3.3,0,1,1,100.0,1,2,50.0,4,0,3,3,-1.0
Texas,Texas Christian,2015-10-03,2015-16,0,0,7,50,57,L,43,Regular,5,13,28,46.4,122,1,51,191,3.7,0,1,1,100.0,0,2,0.0,1,1,0,1,-1.0
Toledo,Ball State,2015-10-03,2015-16,0,0,24,10,34,W,-14,Regular,5,16,22,72.7,164,2,48,280,5.8,1,3,3,100.0,1,1,100.0,6,0,2,2,21.25
Central Florida,Tulane,2015-10-03,2015-16,0,0,31,45,76,L,14,Regular,5,30,52,57.7,392,4,22,-35,-1.6,0,4,4,100.0,1,1,100.0,7,2,3,5,-1.0
Nevada-Las Vegas,Nevada,2015-10-03,2015-16,0,0,23,17,40,W,-6,Regular,5,13,19,68.4,134,0,44,167,3.8,2,2,3,66.7,1,1,100.0,5,0,1,1,-1.0
Texas-San Antonio,Texas-El Paso,2015-10-03,2015-16,0,0,25,6,31,W,-19,Regular,5,19,32,59.4,198,0,48,137,2.9,1,2,3,66.7,1,4,25.0,5,1,0,1,-1.0
Vanderbilt,Middle Tennessee State,2015-10-03,2015-16,0,0,17,13,30,W,-4,Regular,5,18,31,58.1,177,0,41,237,5.8,2,2,2,100.0,1,2,50.0,5,1,2,3,-1.0
Washington State,California,2015-10-03,2015-16,0,0,28,34,62,L,6,Regular,4,35,49,71.4,389,2,25,14,0.6,2,4,4,100.0,0,1,0.0,4,3,1,4,21.5
West Virginia,Oklahoma,2015-10-03,2015-16,0,0,24,44,68,L,20,Regular,4,17,32,53.1,173,1,54,196,3.6,2,3,3,100.0,1,1,100.0,6,2,3,5,21.0
Wyoming,Appalachian State,2015-10-03,2015-16,0,0,13,31,44,L,18,Regular,5,14,19,73.7,155,1,51,218,4.3,1,1,2,50.0,0,1,0.0,1,2,1,3,-1.0
Connecticut,Brigham Young,2015-10-02,2015-16,0,0,13,30,43,L,17,Regular,5,14,28,50.0,168,1,27,62,2.3,0,1,1,100.0,2,2,100.0,7,0,2,2,-1.0
Memphis,South Florida,2015-10-02,2015-16,0,0,24,17,41,W,-7,Regular,5,20,33,60.6,305,2,39,120,3.1,1,3,3,100.0,1,2,50.0,6,0,0,0,20.166666666666668
Miami (FL),Cincinnati,2015-10-01,2015-16,0,0,23,34,57,L,11,Regular,4,25,40,62.5,281,0,32,146,4.6,2,2,2,100.0,3,5,60.0,11,0,0,0,-1.0
Arkansas State,Toledo,2015-09-26,2015-16,0,0,7,37,44,L,30,Regular,4,18,35,51.4,223,0,24,-14,-0.6,0,1,1,100.0,0,1,0.0,1,2,3,5,-1.0
Ball State,Northwestern,2015-09-26,2015-16,0,0,19,24,43,L,5,Regular,4,14,35,40.0,178,2,34,181,5.3,0,1,2,50.0,2,4,50.0,7,1,0,1,-1.0
California,Washington,2015-09-26,2015-16,0,0,30,24,54,W,-6,Regular,4,24,41,58.5,342,2,51,139,2.7,1,3,3,100.0,3,3,100.0,12,1,1,2,22.0
Central Michigan,Michigan State,2015-09-26,2015-16,0,0,10,30,40,L,20,Regular,4,26,39,66.7,285,1,26,55,2.1,0,1,1,100.0,1,3,33.3,4,1,0,1,-1.0
Colorado State,Texas-San Antonio,2015-09-26,2015-16,0,0,33,31,64,W,-2,Regular,4,16,30,53.3,267,3,46,171,3.7,1,4,4,100.0,1,1,100.0,7,0,0,0,-1.0
Florida International,Louisiana Tech,2015-09-26,2015-16,0,0,17,27,44,L,10,Regular,4,29,44,65.9,263,1,23,45,2.0,0,1,1,100.0,1,1,100.0,4,0,0,0,-1.0
Fresno State,San Jose State,2015-09-26,2015-16,0,0,23,49,72,L,26,Regular,4,19,33,57.6,159,2,29,88,3.0,1,2,3,66.7,1,1,100.0,5,0,1,1,-1.0
Georgia Southern,Idaho,2015-09-26,2015-16,0,0,44,20,64,W,-24,Regular,4,7,16,43.8,127,0,52,441,8.5,5,5,5,100.0,3,3,100.0,14,1,1,2,-1.0
Georgia Tech,Duke,2015-09-26,2015-16,0,0,20,34,54,L,14,Regular,4,6,22,27.3,143,1,60,173,2.9,1,2,2,100.0,2,2,100.0,8,1,1,2,17.25
Indiana,Wake Forest,2015-09-26,2015-16,0,0,31,24,55,W,-7,Regular,4,19,34,55.9,205,2,52,211,4.1,1,4,4,100.0,1,1,100.0,7,0,0,0,-1.0
Louisiana State,Syracuse,2015-09-26,2015-16,0,0,34,24,58,W,-10,Regular,4,8,16,50.0,157,1,42,268,6.4,2,4,4,100.0,2,2,100.0,10,0,0,0,10.785714285714286
Syracuse,South Florida,2015-10-10,2015-16,0,0,24,45,69,L,21,Regular,5,21,34,61.8,232,2,33,73,2.2,1,3,3,100.0,1,1,100.0,6,2,1,3,-1.0
Texas Christian,Kansas State,2015-10-10,2015-16,0,0,52,45,97,W,-7,Regular,6,20,30,66.7,301,2,23,242,10.5,4,5,5,100.0,1,1,100.0,8,0,2,2,5.866666666666666
Troy,Mississippi State,2015-10-10,2015-16,0,0,17,45,62,L,28,Regular,5,20,36,55.6,142,0,46,112,2.4,2,2,2,100.0,1,1,100.0,5,1,1,2,-1.0
Tulane,Temple,2015-10-10,2015-16,0,0,10,49,59,L,39,Regular,5,17,30,56.7,102,1,27,8,0.3,0,1,1,100.0,1,1,100.0,4,0,2,2,-1.0
Texas-El Paso,Florida International,2015-10-10,2015-16,0,0,12,52,64,L,40,Regular,6,12,24,50.0,117,1,47,155,3.3,0,1,1,100.0,1,1,100.0,4,0,1,1,-1.0
Virginia,Pittsburgh,2015-10-10,2015-16,0,0,19,26,45,L,7,Regular,5,17,34,50.0,209,1,31,139,4.5,0,1,2,50.0,2,2,100.0,7,0,1,1,-1.0
Washington State,Oregon,2015-10-10,2015-16,0,0,45,38,83,W,-7,Regular,5,50,75,66.7,505,5,30,136,4.5,1,6,6,100.0,1,2,50.0,9,2,0,2,21.5
Wisconsin,Nebraska,2015-10-10,2015-16,0,0,23,21,44,W,-2,Regular,6,24,50,48.0,322,1,34,147,4.3,1,2,2,100.0,3,5,60.0,11,0,0,0,21.375
Wyoming,Air Force,2015-10-10,2015-16,0,0,17,31,48,L,14,Regular,6,15,29,51.7,192,2,35,115,3.3,0,2,2,100.0,1,1,100.0,5,2,2,4,-1.0
North Carolina State,Virginia Tech,2015-10-09,2015-16,0,0,13,28,41,L,15,Regular,6,12,25,48.0,113,1,40,157,3.9,0,1,1,100.0,2,2,100.0,7,0,1,1,-1.0
Southern Mississippi,Marshall,2015-10-09,2015-16,0,0,10,31,41,L,21,Regular,6,29,58,50.0,314,1,35,125,3.6,0,1,1,100.0,1,2,50.0,4,4,1,5,-1.0
Washington,Southern California,2015-10-08,2015-16,0,0,17,12,29,W,-5,Regular,5,17,33,51.5,164,1,36,135,3.8,1,2,2,100.0,1,2,50.0,5,0,1,1,-1.0
Alabama,Georgia,2015-10-03,2015-16,0,0,38,10,48,W,-28,Regular,5,11,16,68.8,190,1,47,189,4.0,2,5,5,100.0,1,1,100.0,8,2,0,2,5.733333333333333
Arizona,Stanford,2015-10-03,2015-16,0,0,17,55,72,L,38,Regular,5,17,33,51.5,196,1,34,118,3.5,1,2,2,100.0,1,1,100.0,5,0,0,0,19.25
